NextDayCasesx,SvnDayCaseAvgx,FrtnDayCaseAvgx,SvnDayTestAvgx
7.068139095580985,7.821567278508176,6.737380120843467,7.438633765686291
5.711792554310589,8.047706569047063,6.951044904328486,7.5179383887528655
6.309633323165554,8.047706569047063,6.992202200406628,7.5823053372085045
5.631073755073815,8.13495493609962,7.190876469994079,7.606899574034022
4.686866148322636,8.091548891273943,7.341994037714884,7.5179383887528655
3.9669005165070788,7.5333110312916425,7.112778739624151,7.472139617604843
4.209175972049267,7.059322081486254,6.8244831172565785,7.3730707402929365
4.863844545663585,6.829231016736995,6.692960167684228,7.261015879361876
4.050788155884062,6.255020020980462,6.647937169946817,7.132637454231138
3.592461148736551,5.968281420006041,6.5090531947882795,7.132637454231138
3.257251049990369,5.313830649702392,6.413069756162866,7.132637454231138
4.2841674967169725,4.82878028794091,6.263519368847954,7.132637454231138
1.214383835013797,4.722286690182717,5.884355605744544,7.261015879361876
3.257251049990369,4.497659627248377,5.581771063847602,7.199156495963161
2.851169807579293,4.378812741816155,5.384354078373811,7.318822121791919
2.5205238507632006,3.848602091592677,4.9439342283389704,7.318822121791919
2.5205238507632006,3.5407407018049533,4.694798250004303,7.261015879361876
1.214383835013797,3.3725403111405807,4.220300257971563,7.199156495963161
3.692711667286877,3.1927757255974867,3.8872701353699135,7.199156495963161
2.6934000540561263,2.9993645240902738,3.7655820033624354,7.132637454231138
0,3.1927757255974867,3.637489563682239,7.261015879361876
2.3289018149229355,2.789562849140775,3.502159746230406,7.318822121791919
1.214383835013797,2.789562849140775,3.205479943876381,7.3730707402929365
0,2.559639974167417,3.0412822628815017,7.423824517239334
2.1133254398761623,2.3043184128106726,2.8639355981813126,7.5179383887528655
1.214383835013797,2.3043184128106726,2.670731352953302,7.561468416342629
1.214383835013797,1.6813370693850889,2.4579705955560214,7.472139617604843
1.214383835013797,1.2789047695474864,2.4579705955560214,7.472139617604843
1.8659319304856374,1.6813370693850889,2.220394846402668,7.423824517239334
2.3289018149229355,1.2789047695474864,2.220394846402668,7.5635448696756455
1.214383835013797,1.6813370693850889,1.9501267867798693,7.565320787775699
2.3289018149229355,1.6813370693850889,1.9501267867798693,7.607745197151273
3.257251049990369,1.6813370693850889,1.9501267867798693,7.8078847752009315
4.131459496143984,2.3043184128106726,1.9501267867798693,7.913957514325868
3.692711667286877,2.9993645240902738,2.220394846402668,8.074401412162699
3.692711667286877,3.3725403111405807,2.4579705955560214,8.18967051741941
3.375459148646048,3.5407407018049533,2.670731352953302,8.195296219939536
3.257251049990369,3.698998196308782,2.8639355981813126,8.34677815615146
0,3.9905961344862626,3.0412822628815017,8.509870189120104
3.8794974670344295,3.848602091592677,2.8639355981813126,8.619369318525752
2.6934000540561263,3.9905961344862626,3.0412822628815017,8.749057073232612
3.486930215529366,3.698998196308782,3.205479943876381,8.829493049520483
1.214383835013797,3.698998196308782,3.3585762566956263,8.924706535101539
2.3289018149229355,3.3725403111405807,3.205479943876381,8.991062255645998
3.8794974670344295,3.1927757255974867,3.205479943876381,9.028676035436865
2.9964824161297647,3.1927757255974867,3.502159746230406,9.0422586743473925
2.3289018149229355,3.5407407018049533,3.502159746230406,9.067016188826067
2.1133254398761623,3.1927757255974867,3.3585762566956263,9.05094669137222
2.6934000540561263,3.1927757255974867,3.205479943876381,9.029825291945489
2.1133254398761623,2.9993645240902738,3.205479943876381,8.936128114832174
2.5205238507632006,2.9993645240902738,3.0412822628815017,8.933501108804899
3.131330103923832,2.9993645240902738,3.0412822628815017,8.882647473225546
2.3289018149229355,2.789562849140775,2.8639355981813126,8.83705600022747
2.851169807579293,2.789562849140775,3.0412822628815017,8.780619674316423
0.7380988386138667,2.789562849140775,2.8639355981813126,8.683627602120215
1.8659319304856374,2.789562849140775,2.8639355981813126,8.763567594893814
2.5205238507632006,2.559639974167417,2.670731352953302,8.810854328597491
2.851169807579293,2.559639974167417,2.670731352953302,8.733912186557925
2.1133254398761623,2.789562849140775,2.8639355981813126,8.966864256169192
2.9964824161297647,2.559639974167417,2.670731352953302,8.95381759256255
1.5739574262827838,2.559639974167417,2.670731352953302,8.936250105797667
1.5739574262827838,2.559639974167417,2.4579705955560214,8.959950496970421
2.851169807579293,2.559639974167417,2.4579705955560214,8.839175421732179
2.3289018149229355,2.789562849140775,2.4579705955560214,8.780838923535619
2.5205238507632006,2.559639974167417,2.4579705955560214,8.783829747148163
1.214383835013797,2.559639974167417,2.4579705955560214,8.424132533421316
1.5739574262827838,2.559639974167417,2.4579705955560214,8.331672760374257
1.5739574262827838,2.3043184128106726,2.4579705955560214,8.176841273016981
0.7380988386138667,2.3043184128106726,2.220394846402668,8.10396291015738
1.5739574262827838,2.0157373696210374,2.220394846402668,8.126816694332767
1.5739574262827838,2.0157373696210374,2.220394846402668,8.0788508072280365
2.5205238507632006,1.6813370693850889,2.220394846402668,8.039684672180572
1.5739574262827838,1.6813370693850889,2.220394846402668,8.1502978414232
3.131330103923832,1.6813370693850889,2.220394846402668,8.193280923151997
3.692711667286877,2.0157373696210374,2.220394846402668,8.281071497247689
3.131330103923832,2.559639974167417,2.220394846402668,8.358890217875988
2.6934000540561263,2.9993645240902738,2.4579705955560214,8.34520681559868
4.050788155884062,2.9993645240902738,2.4579705955560214,8.349671632782476
3.788234467384983,3.5407407018049533,2.670731352953302,8.363995922646907
3.131330103923832,3.698998196308782,2.8639355981813126,8.346657384841325
3.788234467384983,3.848602091592677,2.8639355981813126,8.445299072553372
5.416762072854277,3.9905961344862626,3.0412822628815017,8.531309261419741
2.9964824161297647,4.497659627248377,3.502159746230406,8.53101646365974
3.692711667286877,4.497659627248377,3.637489563682239,8.624290310473821
3.9669005165070788,4.6120239166974155,3.7655820033624354,8.652563070211402
4.863844545663585,4.6120239166974155,3.8872701353699135,8.68957849138058
4.686866148322636,4.82878028794091,4.114091413014767,8.819351150734738
6.402043870406239,5.128398067157573,4.322295932671556,8.894830164273545
6.688565625079483,5.737091194370601,4.694798250004303,8.943658972852484
6.402043870406239,6.1854255884527065,5.022241741570414,9.046130890569252
6.045731250944034,6.708898672097895,5.384354078373811,9.065496179126766
6.432135447020707,7.059322081486254,5.581771063847602,9.130873187111444
6.432135447020707,7.483277233084599,5.826202624366643,9.192921333131133
6.213814546966021,7.727655241180605,6.052511337118787,9.190884692717871
7.6622207901632375,7.958670537154454,6.263519368847954,9.228948196658097
8.403463483394718,8.304413935137326,6.602291949175929,9.25494239307627
7.6622207901632375,8.777411052282266,6.992202200406628,9.275420940654701
8.343158306530016,9.067682537475315,7.304823128166286,9.296541766537473
7.544953333967964,9.568304909446352,7.660056587491417,9.347296510815154
8.218834123298219,9.75498026944956,7.920974548003047,9.395199873787638
9.926677639452798,10.10863181506734,8.164632057282768,9.438623483139148
8.327893628496845,10.996453563948421,8.712967516553162,9.416371085921234
9.316076797950302,11.11540864116084,8.863435362264724,9.47935854073855
8.403463483394718,11.345860197482745,9.12533891880218,9.486790007625636
9.511346725487444,11.501671526883788,9.283574846452858,9.525272226235725
9.143905664594383,11.78008529928646,9.582868735280265,9.51829428657238
9.954469392321514,12.085371913062056,9.803857348874025,9.497959184446511
10.865835837021365,12.4876623177748,10.124332268933541,9.487110255215823
8.688419629318227,12.794588304512388,10.556574590352202,9.517769397898004
10.31325462351917,12.84717665097072,10.621991975156684,9.457529058897707
9.393404143016182,13.103573180299389,10.828278769869149,9.461959758037771
10.346340537331889,13.285086016524538,10.950730427637113,9.445207568931178
11.106423445089721,13.49305502172934,11.157488415567332,9.46252021688997
10.653530483290739,13.97788703503049,11.47847412907464,9.496978614659058
9.745146256217602,14.150765058035825,11.70251244276691,9.48646963946444
10.279850575552743,13.874892520391553,11.67669133287294,9.479778489605266
11.018916116740511,14.193284773549966,11.842115739996462,9.478420984305453
11.51516365566144,14.374451983614415,12.014194234983467,9.441634843766408
10.395387384614967,14.877645368089306,12.3072915480333,9.516873251249377
9.490214853320994,14.890398038709344,12.386362728516941,9.476153652471515
12.45479196512899,14.524001523835837,12.408727838573233,9.423887817757516
10.403495243705535,15.604241558423393,12.836512352945844,9.352599825080855
12.124266497362328,15.627218286312518,12.948163336281603,9.403081585581619
10.60797917393985,15.930418662611935,13.154890865473325,9.428873802578497
10.742917075613907,15.718394598019522,13.241055838765146,9.296822012199184
12.482661132670758,15.786024918328314,13.278904901693503,9.338193062014206
10.998419260686763,16.47084903468704,13.445965940240116,9.351586846342911
10.742917075613907,16.082774362659677,13.473307914854464,9.382804752458263
10.872936816410563,15.797235138195234,13.554507364004344,9.408647015416747
10.577282672143863,15.897351750923006,13.599094079030571,9.297302219385541
9.917362871954525,15.48823376910652,13.563454273090931,9.294457056349994
9.879845377811574,15.346472981706292,13.418483509700934,9.419149955888765
10.72077996126638,15.177395637802286,13.381618888495693,9.389976386490247
9.060301226859995,14.617468736899585,13.473307914854464,9.45457348561878
10.538532950931177,14.193284773549966,13.154890865473325,9.434988929937
9.774468165483254,14.136530785643147,13.00806735716787,9.415082786536255
9.404303045964447,13.860045125402971,12.958195320635761,9.44392850361268
9.573942766243697,13.58678908694619,12.680261354482415,9.435499382513322
8.986860069404486,13.508773417994233,12.594938402742013,9.333144442266248
8.949494868280857,13.317530631241151,12.442090464172828,9.313823789876869
9.293642138687108,12.864606098445346,12.038291277699152,9.215274192098898
8.418355481265477,12.916599121479654,11.867072488112036,9.190930004132127
8.5349579062608,12.394326246759174,11.663728703050618,9.186569123261147
8.873417950884788,12.105164549088476,11.437823452648963,9.195764504905386
7.1381327869712115,11.985387914249886,11.25751919790121,9.183329522876805
7.847705160602259,11.47967637706576,11.055263495737133,9.177964108037436
8.022158058295853,11.231836295932503,10.88991380717413,9.171916466035254
7.294921351351727,11.020453047706136,10.605726738008675,9.142075936302824
7.338154628804787,10.545096003250759,10.47343565868753,9.123845282272436
6.688565625079483,10.331451354203237,10.142463281257823,9.15945637555631
7.422686501518918,9.934905484247386,9.862178938902964,9.15634817578039
6.213814546966021,9.536492992439747,9.684755132401872,9.134268799920719
5.975265294667294,9.374246565975618,9.392967478976502,9.088630923554511
6.821066047506446,8.996785524303665,9.148324475434654,9.085920299842243
7.422686501518918,8.701915787479694,8.936579411503814,9.064393796873087
6.633680250805329,8.739818238467253,8.712967516553162,9.067592039635885
6.181068190784777,8.586288511005584,8.556499343053115,9.412570227783108
6.010743290496042,8.46764241111472,8.33752416973118,9.438013147163522
5.028077559639363,8.17793485365729,8.014226234863209,9.426814175034174
5.278382138682988,8.003417432431435,7.889359863189069,9.446316779600998
6.4618860134072,7.867757524685187,7.660056587491417,9.439064009466799
5.711792554310589,7.7748709640213605,7.48687543275361,9.432022256618746
4.560630956426094,7.381353969905022,7.341994037714884,9.445442976813075
4.863844545663585,6.945956785548399,7.152048288603753,9.037556289326016
4.974624371193571,6.708898672097895,6.992202200406628,8.941903631566301
5.080325943260665,6.4562761950815615,6.781215298335702,8.930006365935544
5.181438561474048,6.521025135732029,6.692960167684228,8.921672174888869
4.806374447443653,6.4562761950815615,6.602291949175929,8.885499116024778
4.494716007973952,6.042122503798668,6.413069756162866,8.88640447635559
5.325405971194978,5.815849203606959,6.106603086891403,8.8647396973746
4.131459496143984,5.968281420006041,5.997466323758272,8.859487232793786
2.5205238507632006,5.815849203606959,5.826202624366643,8.883620687471621
2.6934000540561263,5.574019051680643,5.581771063847602,8.860087236867534
4.356637399478632,5.222416366699713,5.451638882801847,8.8117712435674
4.2841674967169725,5.031592795265429,5.384354078373811,8.79374877227173
1.8659319304856374,4.82878028794091,5.098428411526531,8.817322353962739
3.257251049990369,4.497659627248377,4.863364890486506,8.83087308637317
3.131330103923832,3.9905961344862626,4.780377500731162,8.821863020049658
3.486930215529366,3.848602091592677,4.694798250004303,8.78681021664086
1.5739574262827838,3.9905961344862626,4.515063579912577,8.82804162422405
2.6934000540561263,3.848602091592677,4.322295932671556,8.810289587241858
2.9964824161297647,3.5407407018049533,4.114091413014767,8.806680622538522
3.375459148646048,3.1927757255974867,3.8872701353699135,8.776810456511782
2.1133254398761623,3.3725403111405807,3.7655820033624354,8.799559986262981
2.5205238507632006,3.1927757255974867,3.502159746230406,8.813461447124366
3.131330103923832,3.1927757255974867,3.3585762566956263,8.814305305566023
2.9964824161297647,2.9993645240902738,3.3585762566956263,8.765280637846022
